id,idiom,in_kb,usage,english_source,audio_path,hindi_reference,literal_trap_hi,pred_off,inter_off,pred_substitute,inter_substitute,pred_append,inter_append
t0133,rule of thumb,1,figurative,"As a rule of thumb , the second week after the race should be only half your normal mileage , and the third week almost back to normal .",audio/t0133.mp3,"सामान्य नियम के अनुसार, दौड़ के बाद दूसरे सप्ताह में आपको अपनी सामान्य दूरी का केवल आधा दौड़ना चाहिए और तीसरे सप्ताह तक लगभग सामान्य स्थिति में लौट आना चाहिए।",अंगूठा,"सामान्य तौर पर , दौड़ के बाद दूसरे सप्ताह में आपके सामान्य मील का आधा ही होना चाहिए , और तीसरे सप्ताह में लगभग सामान्य होना चाहिए .","As a rule of thumb , the second week after the race should be only half your normal mileage , and the third week almost back to normal .","एक व्यावहारिक गाइडलाइन के रूप में , दौड़ के बाद दूसरे सप्ताह में केवल आपके सामान्य मील का आधा होना चाहिए , और तीसरे सप्ताह लगभग सामान्य हो जाना चाहिए .","As a a rough practical guideline , the second week after the race should be only half your normal mileage , and the third week almost back to normal .","एक सामान्य नियम के रूप में (एक व्यावहारिक गाइडलाइन) दौड़ के बाद दूसरे सप्ताह में आपके सामान्य मील का केवल आधा होना चाहिए , और तीसरे सप्ताह लगभग सामान्य हो जाना चाहिए .","As a rule of thumb (a rough practical guideline) , the second week after the race should be only half your normal mileage , and the third week almost back to normal ."
t0134,out of the blue,1,figurative,"‘ I bet what happened was , just after you called him , this witch turns up out of the blue.’",audio/t0134.mp3,मुझे लगता है कि तुम्हारे फोन करने के तुरंत बाद वह औरत अचानक वहाँ आ पहुँची।,नीला,"मैं शर्त क्या हुआ था , बस उसके बाद आप उसे बुलाया , इस जादूगर अचानक से आ गया ।","‘ I bet what happened was , just after you called him , this witch turns up out of the blue.’","मैं शर्त क्या हुआ था, बस उसके बाद आप उसे बुलाया, इस जादूगर अप्रत्याशित रूप से दिखाई देता है।","‘ I bet what happened was , just after you called him , this witch turns up unexpectedly.’","मैं शर्त लगाता हूँ कि जो हुआ वह था , उसके तुरंत बाद जब तुमने उसे फोन किया , एक जादूगर अचानक (अपेक्षित रूप से) सामने आया ।","‘ I bet what happened was , just after you called him , this witch turns up out of the blue (unexpectedly).’"
t0135,take the bull by the horns,1,figurative,Juliet took the bull by the horns .,audio/t0135.mp3,जूलियट ने स्थिति का डटकर सामना किया।,बैल|शोर|सींग,जुलियट ने बैल को सींगों से पकड़ लिया .,Juliet took the bull by the horns .,जुलियट सीधे समस्या से निपटें .,Juliet deal with a problem directly .,जुलियट ने बैल को सींगों से पकड़ लिया (एक समस्या से सीधे निपटें) ।,Juliet took the bull by the horns (deal with a problem directly) .
t0136,over the moon,1,figurative,I mean them kids would be over the moon if they went there .,audio/t0136.mp3,"मेरा मतलब है कि अगर वे बच्चे वहाँ जाते, तो उनकी खुशी का ठिकाना नहीं रहता।",चंद्रमा,मैं उन बच्चों को वहाँ जाना अगर वे चन्द्रमा पर होगा मतलब .,I mean them kids would be over the moon if they went there .,मैं उन बच्चों को वहाँ जाना होगा अगर वे बेहद खुश हो जाएगा मतलब .,I mean them kids would be extremely happy if they went there .,मेरा मतलब है कि उन बच्चों को बहुत खुशी होगी अगर वे वहां जाते .,I mean them kids would be over the moon (extremely happy) if they went there .
t0137,hit the road,1,figurative,As soon as he was out of the bathroom he put on his tracksuit and hit the road .,audio/t0137.mp3,"जैसे ही वह बाथरूम से बाहर आया, उसने ट्रैकसूट पहना और दौड़ने निकल पड़ा।",सड़क,जैसे ही वह बाथरूम से बाहर था वह अपने स्पोर्ट्स सूट पर गया और सड़क पर चला गया .,As soon as he was out of the bathroom he put on his tracksuit and hit the road .,जैसे ही वह बाथरूम से बाहर था वह अपने स्पोर्ट्स सूट पर था और चला गया या एक यात्रा पर चला गया .,As soon as he was out of the bathroom he put on his tracksuit and leave or set off on a journey .,"जैसे ही वह बाथरूम से बाहर निकला , उसने अपना ट्रैक सूट पहन लिया और सड़क पर चला गया (जाने या यात्रा पर जाने के लिए) ।",As soon as he was out of the bathroom he put on his tracksuit and hit the road (leave or set off on a journey) .
t0138,sit on the fence,1,figurative,"In actual fact , coil - tap notwithstanding , the sounds produced are a sort of sit - on - the - fence compromise between the two .",audio/t0138.mp3,"वास्तव में, कॉइल-टैप होने के बावजूद इसकी आवाज़ दोनों के बीच का समझौता जैसी लगती है।",बाड़|बैठो,"वास्तव में , कॉइल-टैप के बावजूद , उत्पन्न ध्वनि दोनों के बीच एक तरह की बैठ-पर-फेंस समझौता है .","In actual fact , coil - tap notwithstanding , the sounds produced are a sort of sit - on - the - fence compromise between the two .","वास्तव में , कॉइल-टैप के बावजूद , उत्पन्न ध्वनि दोनों के बीच एक प्रकार का अनिर्णित समझौता है .","In actual fact , coil - tap notwithstanding , the sounds produced are a sort of remain undecided compromise between the two .","वास्तव में , कॉइल-टैप के बावजूद , उत्पन्न ध्वनि दोनों के बीच एक तरह की बैठ-पर-फेंस (अनिश्चित रूप से) समझौता है .","In actual fact , coil - tap notwithstanding , the sounds produced are a sort of sit - on - the - fence (remain undecided) compromise between the two ."
t0139,bite the bullet,1,figurative,"Well , she had to bite the bullet .",audio/t0139.mp3,"खैर, उसे कठिन निर्णय लेना ही पड़ा।",काटने|गोली,"खैर , उसे गोली काटनी पड़ी .","Well , she had to bite the bullet .",उसे एक दर्दनाक स्थिति को बहादुरी से सहन करना पड़ा .,"Well , she had to endure a painful situation bravely .",उसे गोली काटनी पड़ी .,"Well , she had to bite the bullet (endure a painful situation bravely) ."
t0140,call it a day,1,figurative,So he agreed to call it a day .,audio/t0140.mp3,इसलिए उसने यहीं बात समाप्त करने पर सहमति जताई।,कॉल|दिन,तो वह एक दिन के लिए इसे कॉल करने के लिए सहमत हो गया .,So he agreed to call it a day .,तो वह दिन के लिए काम करना बंद करने के लिए सहमत हो गया .,So he agreed to stop working for the day .,तो उसने एक दिन के लिए इसे एक दिन कहने के लिए सहमति व्यक्त की (दिन के लिए काम करना बंद करो) ।,So he agreed to call it a day (stop working for the day) .
t0141,by the book,1,figurative,"do it totally by the book , and",audio/t0141.mp3,इसे पूरी तरह नियमों के अनुसार करो।,पुस्तक,"पूरी तरह से पुस्तक के अनुसार करें , और","do it totally by the book , and","नियमों का पूरी तरह से पालन करें , और","do it totally strictly following the rules , and",और किताब के मुताबिक़ (क़यामत के दिन) किया करो,"do it totally by the book (strictly following the rules) , and"
t0142,bite your tongue,1,figurative,You 're not meant to bite your tongue like that .,audio/t0142.mp3,तुम्हें इस तरह अपनी जीभ नहीं काटनी चाहिए।,काटने,तुम अपनी जीभ को इस तरह नहीं काट सकते .,You 're not meant to bite your tongue like that .,आप खुद को इस तरह से बात करने से रोकने के लिए नहीं किया गया है .,You 're not meant to stop yourself from speaking like that .,आप अपनी जीभ को काटने के लिए नहीं हैं (अपने आप को बोलने से रोकें) कि तरह .,You 're not meant to bite your tongue (stop yourself from speaking) like that .
t0143,under the weather,1,figurative,"I 'd been a bit dithery for a few days , sort of clumsy and absentminded , as you often get when you 're feeling under the weather .",audio/t0143.mp3,"मैं कुछ दिनों से थोड़ा अस्वस्थ था, थोड़ा अनाड़ी और भुलक्कड़ भी, जैसा अक्सर तब होता है जब तबीयत ठीक नहीं होती।",मौसम,"मैं कुछ दिनों से थोड़ा उलझन में था , एक तरह की अशिष्ट और मन से दूर था , जैसा कि आप अक्सर जब आप मौसम के नीचे महसूस करते हैं .","I 'd been a bit dithery for a few days , sort of clumsy and absentminded , as you often get when you 're feeling under the weather .","मैं कुछ दिनों से थोड़ा उलझन में था , एक तरह की अशिष्ट और मन से दूर था , जैसा कि आप अक्सर जब आप बीमार महसूस करते हैं तो मिलता है .","I 'd been a bit dithery for a few days , sort of clumsy and absentminded , as you often get when you 're feel ill .","मैं कुछ दिनों से थोड़ा उलझन में था , कुछ प्रकार का अशिष्ट और बेहोश , जैसा कि आप अक्सर जब आप मौसम के नीचे महसूस करते हैं (अवसाद महसूस करते हैं) ।","I 'd been a bit dithery for a few days , sort of clumsy and absentminded , as you often get when you 're feeling under the weather (feel ill) ."
t0144,hold your horses,1,figurative,"Hold your horses , ' said Joe , ' the lady 's with me . '",audio/t0144.mp3,"ज़रा धैर्य रखो, जो ने कहा, ""यह महिला मेरे साथ है।""",घोड़े,"अपने घोड़ों को पकड़ो , ' जो ने कहा , ' महिला मेरे साथ है . '","Hold your horses , ' said Joe , ' the lady 's with me . '","अपने घोड़ों को पकड़ो , ' जो ने कहा , ' महिला मेरे साथ है . '","Hold your horses , ' said Joe , ' the lady 's with me . '","अपने घोड़ों को पकड़ो , ' जो ने कहा , ' महिला मेरे साथ है . '","Hold your horses , ' said Joe , ' the lady 's with me . '"
t0145,kill two birds with one stone,1,figurative,"That proposal may be a way to kill two birds with one stone , but we also have to be careful not to get greedy and spoil everything .",audio/t0145.mp3,"यह प्रस्ताव एक तीर से दो निशाने लगाने का तरीका हो सकता है, लेकिन हमें लालच से बचना होगा, नहीं तो सब बिगड़ सकता है।",पक्षी|पत्थर,"यह प्रस्ताव एक पत्थर से दो पक्षियों को मारने का एक तरीका हो सकता है , लेकिन हमें भी सावधान रहना होगा कि हम लोभी न हों और सब कुछ खराब न करें .","That proposal may be a way to kill two birds with one stone , but we also have to be careful not to get greedy and spoil everything .","यह प्रस्ताव एक कार्य के साथ दो लक्ष्यों को प्राप्त करने का एक तरीका हो सकता है , लेकिन हमें भी सावधान रहना होगा कि हम लोभी न हों और सब कुछ खराब न करें .","That proposal may be a way to achieve two goals with one action , but we also have to be careful not to get greedy and spoil everything .","यह प्रस्ताव एक पत्थर से दो पक्षियों को मारने का एक तरीका हो सकता है (एक कार्रवाई से दो लक्ष्य प्राप्त करें), लेकिन हमें भी सावधान रहना होगा कि हम लोभी न हों और सब कुछ खराब न करें .","That proposal may be a way to kill two birds with one stone (achieve two goals with one action) , but we also have to be careful not to get greedy and spoil everything ."
t0146,rule of thumb,1,figurative,"The best rule of thumb is to ask whether the data element has information about it , in other words does it have attributes ?",audio/t0146.mp3,"सबसे अच्छा सामान्य नियम यह है कि देखें कि डेटा तत्व के बारे में जानकारी है या नहीं, यानी क्या उसके गुण मौजूद हैं।",अंगूठा,"सबसे अच्छा नियम यह पूछना है कि क्या डेटा तत्व के बारे में जानकारी है , दूसरे शब्दों में , क्या इसमें विशेषताएं हैं ?","The best rule of thumb is to ask whether the data element has information about it , in other words does it have attributes ?","सबसे अच्छा एक मोटा व्यावहारिक दिशा-निर्देश यह पूछना है कि क्या डेटा तत्व के बारे में जानकारी है , दूसरे शब्दों में , क्या यह गुण है ?","The best a rough practical guideline is to ask whether the data element has information about it , in other words does it have attributes ?","सबसे अच्छा अंगूठे का नियम (एक मोटा व्यावहारिक मार्गदर्शक) यह पूछना है कि क्या डेटा तत्व के बारे में जानकारी है , दूसरे शब्दों में , क्या इसके गुण हैं ?","The best rule of thumb (a rough practical guideline) is to ask whether the data element has information about it , in other words does it have attributes ?"
t0147,rule of thumb,1,figurative,It 's says rule of thumb that eye contact is one to three seconds per person,audio/t0147.mp3,सामान्य नियम यह कहता है कि प्रत्येक व्यक्ति से एक से तीन सेकंड तक आँखों का संपर्क रखना चाहिए।,अंगूठा,यह कहते हैं कि अंगूठे के नियम है कि आंखों से संपर्क प्रति व्यक्ति एक से तीन सेकंड है,It 's says rule of thumb that eye contact is one to three seconds per person,यह कहता है कि एक मोटा व्यावहारिक गाइडलाइन है कि आंखों से संपर्क प्रति व्यक्ति एक से तीन सेकंड है,It 's says a rough practical guideline that eye contact is one to three seconds per person,यह कहते हैं अंगूठे के नियम (एक मोटा व्यावहारिक गाइडलाइन) कि आंखों से संपर्क प्रति व्यक्ति एक से तीन सेकंड है,It 's says rule of thumb (a rough practical guideline) that eye contact is one to three seconds per person
t0148,call it a day,1,figurative,"‘ The director 's finally decided to call it a day,’ he said .",audio/t0148.mp3,"उसने कहा, ""निर्देशक ने आखिरकार काम छोड़ने का फैसला कर लिया है।""",कॉल|दिन,"निर्देशक ने आखिरकार इसे एक दिन कहने का फैसला किया, उन्होंने कहा।","‘ The director 's finally decided to call it a day,’ he said .",उन्होंने कहा कि निर्देशक ने आखिरकार दिन के लिए काम करना बंद करने का फैसला किया है।,"‘ The director 's finally decided to stop working for the day,’ he said .","निर्देशक ने आखिरकार इसे एक दिन कहने का फैसला किया है (दिन के लिए काम करना बंद करो), उन्होंने कहा ।","‘ The director 's finally decided to call it a day (stop working for the day),’ he said ."
t0149,rule of thumb,1,figurative,"In the design of artificial ecosystems , also , imitation of nature is the best rule of thumb , the Shields believe .",audio/t0149.mp3,"कृत्रिम पारिस्थितिकी तंत्र के डिज़ाइन में भी, शील्ड्स का मानना है कि प्रकृति की नकल करना सबसे अच्छा सामान्य नियम है।",अंगूठा,"कृत्रिम पारिस्थितिकी तंत्र के डिजाइन में , प्रकृति की अनुकरण सबसे अच्छा नियम है , शील्ड्स का मानना है .","In the design of artificial ecosystems , also , imitation of nature is the best rule of thumb , the Shields believe .","कृत्रिम पारिस्थितिकी तंत्र के डिजाइन में , प्रकृति की अनुकरण सबसे अच्छा व्यावहारिक मार्गदर्शन है , शील्ड्स का मानना है .","In the design of artificial ecosystems , also , imitation of nature is the best a rough practical guideline , the Shields believe .","कृत्रिम पारिस्थितिकी तंत्र के डिजाइन में , प्रकृति की अनुकरण सबसे अच्छा नियम है (एक कठोर व्यावहारिक मार्गदर्शक), शील्ड्स का मानना है .","In the design of artificial ecosystems , also , imitation of nature is the best rule of thumb (a rough practical guideline) , the Shields believe ."
t0150,call it a day,1,figurative,"When I decide to call it a day , they 'll stop too.’",audio/t0150.mp3,"जब मैं काम छोड़ने का फैसला करूँगा, तब वे भी रुक जाएँगे।",कॉल|दिन,"जब मैं इसे एक दिन कहने का फैसला करता हूं , तो वे भी रुक जाएंगे।","When I decide to call it a day , they 'll stop too.’","जब मैं दिन के लिए काम करना बंद करने का फैसला करता हूं , तो वे भी बंद हो जाएंगे।","When I decide to stop working for the day , they 'll stop too.’","जब मैं इसे एक दिन कहने का फैसला करता हूं (दिन के लिए काम करना बंद करो), तो वे भी बंद हो जाएंगे।","When I decide to call it a day (stop working for the day) , they 'll stop too.’"
t0151,turn a blind eye,1,figurative,The Waco sheriff habitually turned a blind eye to Koresh 's activities .,audio/t0151.mp3,वेको के शेरिफ ने कोरेश की गतिविधियों को अक्सर जानबूझकर अनदेखा किया।,अंधा|आँख|घुमा,वको के शेरिफ ने नियमित रूप से कोरेश की गतिविधियों को नजरअंदाज कर दिया .,The Waco sheriff habitually turned a blind eye to Koresh 's activities .,वको के शिरिफ ने सामान्य तौर पर जानबूझकर कोरेश की गतिविधियों को नजरअंदाज कर दिया है .,The Waco sheriff habitually deliberately ignore to Koresh 's activities .,वको के शेरिफ ने सामान्य तौर पर कोरेश की गतिविधियों को नजरअंदाज कर दिया था .,The Waco sheriff habitually turned a blind eye (deliberately ignore) to Koresh 's activities .
t0152,make ends meet,1,figurative,She is unemployed and depends upon benefits to make ends meet .,audio/t0152.mp3,वह बेरोज़गार है और गुज़ारा करने के लिए सरकारी सहायता पर निर्भर है।,अंत|बनाने|मिलना,वह बेरोजगार है और उसके लिए लाभ पर निर्भर है .,She is unemployed and depends upon benefits to make ends meet .,वह बेरोजगार है और उसके पास जीने के लिए पर्याप्त धन होने के लिए लाभों पर निर्भर है .,She is unemployed and depends upon benefits to have just enough money to live .,वह बेरोजगार है और उसके पास जीवन के लिए पर्याप्त धन है (अर्थात वह जीवन भर के लिए लाभों पर निर्भर है) ।,She is unemployed and depends upon benefits to make ends meet (have just enough money to live) .
t0153,over the moon,1,figurative,"‘ And are you , or are you not , sick as a parrot or over the moon respectively , about increased charges for changing rooms and pitches?’",audio/t0153.mp3,"""तो क्या बदलने के कमरों और मैदानों के बढ़े हुए शुल्क से तुम बहुत निराश हो या बहुत खुश?""",चंद्रमा,"और क्या आप, या नहीं, एक चप्पू के रूप में बीमार हैं या क्रमशः चंद्रमा के बारे में, कपड़ों के कमरे और पिच के लिए शुल्क में वृद्धि के बारे में?","‘ And are you , or are you not , sick as a parrot or over the moon respectively , about increased charges for changing rooms and pitches?’","और क्या आप, या नहीं, एक बबूआ के रूप में बीमार हैं या क्रमशः अत्यधिक खुश हैं, कपड़ों के कमरे और पिच के लिए शुल्क में वृद्धि के बारे में?","‘ And are you , or are you not , sick as a parrot or extremely happy respectively , about increased charges for changing rooms and pitches?’","और क्या आप, या नहीं, एक बबूआ के रूप में बीमार हैं या चंद्रमा (बहुत खुश) के बारे में क्रमशः, बदलते कमरे और पिच के लिए शुल्क में वृद्धि के बारे में?","‘ And are you , or are you not , sick as a parrot or over the moon (extremely happy) respectively , about increased charges for changing rooms and pitches?’"
t0154,in a nutshell,1,figurative,"I think we saw a film of the birth of a baby and that was it , sex education in a nutshell .",audio/t0154.mp3,"मुझे लगता है कि हमने बच्चे के जन्म पर एक फिल्म देखी थी, बस वही था—संक्षेप में यही हमारी यौन शिक्षा थी।",संक्षिप्त,"मुझे लगता है कि हमने एक बच्चे के जन्म की एक फिल्म देखी और यह था , संक्षेप में सेक्स शिक्षा .","I think we saw a film of the birth of a baby and that was it , sex education in a nutshell .","मुझे लगता है कि हमने एक बच्चे के जन्म की एक फिल्म देखी और यह था , संक्षेप में यौन शिक्षा .","I think we saw a film of the birth of a baby and that was it , sex education in summary .","मुझे लगता है कि हमने एक बच्चे के जन्म की एक फिल्म देखी और यह था , यौन शिक्षा संक्षेप में (संक्षेप में) ।","I think we saw a film of the birth of a baby and that was it , sex education in a nutshell (in summary) ."
t0155,see eye to eye,1,figurative,"Well I do n't think ehm , she and , daughter in law saw exactly eye to eye for a start .",audio/t0155.mp3,मुझे नहीं लगता कि शुरुआत से ही उसकी और उसकी बहू की आपस में अच्छी बनती थी।,आँख|देखें,"खैर मुझे नहीं लगता कि ehm , वह और , बेटी-जवाने के लिए ठीक से आंखों के लिए देखने के लिए शुरू करने के लिए .","Well I do n't think ehm , she and , daughter in law saw exactly eye to eye for a start .","खैर मुझे नहीं लगता कि ehm , वह और , बेटी-जवाने के लिए ठीक से आंखों के लिए देखने के लिए शुरू करने के लिए .","Well I do n't think ehm , she and , daughter in law saw exactly eye to eye for a start .","खैर मुझे नहीं लगता कि ehm , वह और , बेटी-जवाने के लिए ठीक से आंखों के लिए देखने के लिए शुरू करने के लिए .","Well I do n't think ehm , she and , daughter in law saw exactly eye to eye for a start ."
t0156,come rain or shine,1,figurative,"Every morning at about 5 am , come rain or shine , James Zarei leaves his South Croydon home on his morning run .",audio/t0156.mp3,"हर सुबह लगभग पाँच बजे, चाहे बारिश हो या धूप, जेम्स ज़रेई अपने घर से दौड़ने निकल पड़ता है।",आओ|वर्षा,"हर सुबह लगभग 5 बजे , बारिश या धूप आए , जेम्स ज़ारेई अपने दक्षिण क्राइडन घर से सुबह की दौड़ पर निकलता है .","Every morning at about 5 am , come rain or shine , James Zarei leaves his South Croydon home on his morning run .","हर सुबह लगभग 5 बजे , चाहे कुछ भी हो , जेम्स ज़ारेई अपने साउथ क्रायडन घर से सुबह की दौड़ पर निकलता है .","Every morning at about 5 am , no matter what happens , James Zarei leaves his South Croydon home on his morning run .","हर सुबह लगभग 5 बजे , बारिश या धूप (जो भी हो) , जेम्स ज़ारेई अपने साउथ क्रायडन घर से सुबह की दौड़ पर निकलते हैं .","Every morning at about 5 am , come rain or shine (no matter what happens) , James Zarei leaves his South Croydon home on his morning run ."
t0157,cut corners,1,figurative,"You can be sure that , slump or no slump , the Champenois are n't going to drop their prices very far before they start cutting corners .",audio/t0157.mp3,"आप निश्चिंत रहें कि मंदी हो या न हो, शैम्पेन निर्माता कीमतें बहुत कम करने से पहले गुणवत्ता से समझौता करना शुरू नहीं करेंगे।",कोने|कटौती,"आप सुनिश्चित हो सकते हैं कि , मंदी या नहीं मंदी , Champenois बहुत दूर अपने कीमतों को कम करने के लिए नहीं जा रहे हैं जब तक वे कोने कटौती शुरू नहीं करते .","You can be sure that , slump or no slump , the Champenois are n't going to drop their prices very far before they start cutting corners .","आप यह सुनिश्चित कर सकते हैं कि मंदी या नहीं मंदी , Champenois बहुत दूर अपनी कीमतों को कम नहीं करने जा रहे हैं जब तक वे कुछ सस्ते या लापरवाही से शुरू नहीं करते हैं .","You can be sure that , slump or no slump , the Champenois are n't going to drop their prices very far before they start do something cheaply or carelessly .","आप यह सुनिश्चित कर सकते हैं कि मंदी या नहीं मंदी , चैंपिनोई अपने मूल्य को बहुत दूर नहीं गिराएंगे जब तक वे कोनों को काटने शुरू नहीं करते (किसी चीज़ को सस्ते या लापरवाह तरीके से करते हैं) ।","You can be sure that , slump or no slump , the Champenois are n't going to drop their prices very far before they start cutting corners (do something cheaply or carelessly) ."
t0158,off the hook,1,figurative,"You got off the hook very easily there , Ian .",audio/t0158.mp3,"इस बार तुम बड़ी आसानी से बच निकले, इयान।",हुक,"आप बहुत आसानी से हुक से बाहर निकला , इयान .","You got off the hook very easily there , Ian .","आप अब बहुत आसानी से मुसीबत में नहीं हो गया , इयान .","You got no longer in trouble very easily there , Ian .","आप बहुत आसानी से वहाँ हुक से बाहर निकला (अब मुसीबत में नहीं) , इयान .","You got off the hook (no longer in trouble) very easily there , Ian ."
t0159,out of the blue,1,figurative,"I just dreamed out of the blue that she had died , and then she did die .",audio/t0159.mp3,"मैंने अचानक सपना देखा कि उसकी मृत्यु हो गई है, और फिर सचमुच उसकी मृत्यु हो गई।",नीला,"मैं सिर्फ सपना था कि वह मर गया था , और फिर वह मर गया .","I just dreamed out of the blue that she had died , and then she did die .","मैं सिर्फ अनपेक्षित रूप से सपना देखा कि वह मर गया था , और फिर वह मर गया .","I just dreamed unexpectedly that she had died , and then she did die .","मैंने अचानक सपना देखा कि वह मर गई थी , और फिर वह मर गई थी .","I just dreamed out of the blue (unexpectedly) that she had died , and then she did die ."
t0160,out of the blue,1,figurative,So I did just ask him er just come to me right out of the blue when he was here one night .,audio/t0160.mp3,"उस रात जब वह यहाँ था, तभी अचानक मेरे मन में आया और मैंने उससे यह बात पूछ ली।",नीला,तो मैं सिर्फ उसे सिर्फ पूछा कि वह सिर्फ मेरे पास अचानक आया जब वह यहाँ एक रात था .,So I did just ask him er just come to me right out of the blue when he was here one night .,तो मैं सिर्फ उसे सिर्फ पूछा कि वह सिर्फ मेरे पास आने के लिए अप्रत्याशित रूप से जब वह यहाँ एक रात था .,So I did just ask him er just come to me right unexpectedly when he was here one night .,तो मैंने उसे सिर्फ पूछा कि वह अचानक मेरे पास आए जब वह एक रात यहां था .,So I did just ask him er just come to me right out of the blue (unexpectedly) when he was here one night .
t0161,rule of thumb,1,figurative,A rough rule - of - thumb was that landowners controlled the rural county councils and farmers the rural district councils ( which were given responsibility for housing ) .,audio/t0161.mp3,एक मोटा-मोटी नियम यह था कि ज़मींदार ग्रामीण काउंटी परिषदों को नियंत्रित करते थे और किसान ग्रामीण जिला परिषदों को।,अंगूठा,एक कठोर नियम था कि भूमि मालिक ग्रामीण काउंटी परिषदों और किसानों को ग्रामीण जिला परिषदों (जिन्हें आवास के लिए जिम्मेदारी दी गई थी) पर नियंत्रण करते थे ।,A rough rule - of - thumb was that landowners controlled the rural county councils and farmers the rural district councils ( which were given responsibility for housing ) .,एक अनुमानित व्यावहारिक दिशा-निर्देश था कि भूमि मालिकों ने ग्रामीण काउंटी परिषदों और किसानों को ग्रामीण जिला परिषदों (जिन्हें आवास के लिए जिम्मेदारी दी गई थी) को नियंत्रित किया ।,A rough a rough practical guideline was that landowners controlled the rural county councils and farmers the rural district councils ( which were given responsibility for housing ) .,एक कठोर नियम (एक कठोर व्यावहारिक दिशा-निर्देश) यह था कि भूमि मालिकों ने ग्रामीण काउंटी परिषदों और किसानों को ग्रामीण जिला परिषदों (जिन्हें आवास के लिए जिम्मेदारी दी गई थी) को नियंत्रित किया ।,A rough rule - of - thumb (a rough practical guideline) was that landowners controlled the rural county councils and farmers the rural district councils ( which were given responsibility for housing ) .
t0162,bury the hatchet,1,figurative,Is n't it about time you guys buried the hatchet and let bygones be bygones ?,audio/t0162.mp3,क्या अब समय नहीं आ गया कि तुम लोग पुराने झगड़े भुलाकर फिर से मेल-मिलाप कर लो?,दफन|हत्केला,क्या यह समय नहीं है कि तुम लोग हैक्स को दफन कर दो और अतीत को अतीत होने दो ?,Is n't it about time you guys buried the hatchet and let bygones be bygones ?,क्या यह समय नहीं है कि तुम लोग एक झगड़ा समाप्त करें और शांति बनाने और अतीत को अतीत होने दें?,Is n't it about time you guys end a quarrel and make peace and let bygones be bygones ?,क्या यह समय नहीं है कि तुम लोग अपने हाथों को दफन कर लो और अतीत को अतीत होने दो ?,Is n't it about time you guys buried the hatchet (end a quarrel and make peace) and let bygones be bygones ?
t0163,rule of thumb,1,figurative,The rule - of - thumb ' law ' that emerged from these tests was that road damage varied with the fourth power of the axle load .,audio/t0163.mp3,इन परीक्षणों से निकला सामान्य नियम यह था कि सड़क को होने वाला नुकसान धुरी पर पड़ने वाले भार की चौथी घात के अनुपात में बढ़ता है।,अंगूठा,इन परीक्षणों से निकला ' अंगूठे का नियम ' था कि सड़क क्षति अक्ष भार की चौथी शक्ति के साथ भिन्न होती है .,The rule - of - thumb ' law ' that emerged from these tests was that road damage varied with the fourth power of the axle load .,इन परीक्षणों से उत्पन्न एक व्यावहारिक मार्गदर्शक ' कानून ' यह था कि सड़क क्षति अक्ष भार की चौथी शक्ति के साथ भिन्न होती है .,The a rough practical guideline ' law ' that emerged from these tests was that road damage varied with the fourth power of the axle load .,"इन परीक्षणों से निकला "" नियम "" (एक व्यावहारिक गाइडलाइन) यह था कि सड़क क्षति अक्ष भार की चौथी शक्ति के साथ भिन्न होती है .",The rule - of - thumb (a rough practical guideline) ' law ' that emerged from these tests was that road damage varied with the fourth power of the axle load .
t0164,in a nutshell,1,figurative,"In a nutshell , orthodox theories are based on homogeneous ' hot ' accretion , the high temperatures leading to differentiation .",audio/t0164.mp3,"संक्षेप में, पारंपरिक सिद्धांत समान प्रकार की 'गरम' अभिवृद्धि पर आधारित हैं, जहाँ उच्च तापमान विभेदन का कारण बनते हैं।",संक्षिप्त,"संक्षेप में , रूढ़िवादी सिद्धांत एक समान ' गर्म ' वृद्धि पर आधारित हैं , उच्च तापमान जो विभेदन का कारण बनता है .","In a nutshell , orthodox theories are based on homogeneous ' hot ' accretion , the high temperatures leading to differentiation .","संक्षेप में , रूढ़िवादी सिद्धांत एक समान ' गर्म ' वृद्धि पर आधारित हैं , उच्च तापमान जो विभेदन का कारण बनता है .","in summary , orthodox theories are based on homogeneous ' hot ' accretion , the high temperatures leading to differentiation .","संक्षेप में (संक्षेप में) , रूढ़िवादी सिद्धांत एक समान ' गर्म ' वृद्धि पर आधारित हैं , उच्च तापमान जो भिन्नता का कारण बनता है .","In a nutshell (in summary) , orthodox theories are based on homogeneous ' hot ' accretion , the high temperatures leading to differentiation ."
